Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B365CA
Poland,Ekstraklasa,2024/2025,03/08/2024,16:30,Jagiellonia,Stal Mielec,2,0,H,1.6,4.49,5.12,1.6,4.6,5.5,1.55,4.35,5.09,1.6,4.6,6.0,,,
Poland,Ekstraklasa,2024/2025,03/08/2024,19:15,Lech Poznan,Lechia Gdansk,3,1,H,1.43,4.91,7.16,1.46,5.1,7.6,1.42,4.67,6.54,1.48,5.0,7.6,,,
Poland,Ekstraklasa,2024/2025,04/08/2024,13:45,Motor Lublin,Korona Kielce,1,1,D,2.4,3.16,3.28,2.49,3.2,3.28,2.37,3.09,3.07,2.44,3.3,3.35,,,
Poland,Ekstraklasa,2024/2025,04/08/2024,19:15,Legia,Piast Gliwice,1,2,A,2.08,3.16,4.12,2.12,3.2,4.2,2.03,3.1,3.87,2.16,3.25,4.2,,,
Poland,Ekstraklasa,2024/2025,05/08/2024,18:00,Cracovia,Widzew Lodz,1,3,A,2.34,3.28,3.27,2.42,3.48,3.27,2.31,3.28,3.01,2.44,3.45,3.25,,,
Poland,Ekstraklasa,2024/2025,09/08/2024,17:00,Radomiak Radom,Gornik Zabrze,1,2,A,2.19,3.54,3.34,2.25,3.7,3.34,2.15,3.42,3.17,2.3,3.6,3.4,,,
Poland,Ekstraklasa,2024/2025,09/08/2024,19:30,Rakow,Lech Poznan,0,0,D,1.79,3.8,4.54,1.79,3.89,4.82,1.72,3.7,4.55,1.79,3.95,5.2,,,
Poland,Ekstraklasa,2024/2025,10/08/2024,16:30,Korona Kielce,Cracovia,0,2,A,2.49,3.04,3.26,2.49,3.35,3.37,2.38,3.02,3.12,2.58,3.2,3.3,,,
Poland,Ekstraklasa,2024/2025,10/08/2024,19:15,Pogon Szczecin,Stal Mielec,1,0,H,1.46,4.78,6.63,1.48,5.75,6.9,1.44,4.73,6.16,1.5,5.0,7.2,,,
Poland,Ekstraklasa,2024/2025,11/08/2024,13:45,Lechia Gdansk,Zaglebie,1,1,D,2.53,3.33,2.91,2.7,3.5,2.96,2.51,3.28,2.73,2.68,3.5,2.86,,,
Poland,Ekstraklasa,2024/2025,11/08/2024,16:30,Puszcza,Legia,2,2,D,4.36,3.64,1.86,4.65,3.7,1.88,4.28,3.53,1.8,4.8,3.75,1.87,,,
Poland,Ekstraklasa,2024/2025,11/08/2024,19:15,Widzew Lodz,Slask Wroclaw,0,0,D,2.26,3.33,3.38,2.26,3.35,3.5,2.17,3.23,3.34,2.24,3.4,3.7,,,
Poland,Ekstraklasa,2024/2025,12/08/2024,18:00,Piast Gliwice,GKS Katowice,2,2,D,1.95,3.26,4.52,1.98,3.45,5.0,1.88,3.24,4.37,1.94,3.45,4.9,,,
Poland,Ekstraklasa,2024/2025,16/08/2024,17:00,Puszcza,Lechia Gdansk,4,1,H,2.32,3.46,3.13,2.4,3.48,3.25,2.22,3.38,3.06,2.38,3.5,3.25,,,
Poland,Ekstraklasa,2024/2025,16/08/2024,19:30,GKS Katowice,Motor Lublin,0,0,D,1.82,3.87,4.28,1.89,3.9,4.3,1.79,3.73,4.1,1.88,3.95,4.5,,,
Poland,Ekstraklasa,2024/2025,17/08/2024,13:45,Jagiellonia,Cracovia,2,4,A,1.88,3.52,4.42,1.92,3.65,4.5,1.85,3.47,4.13,1.94,3.7,4.5,,,
Poland,Ekstraklasa,2024/2025,17/08/2024,16:30,Zaglebie,Lech Poznan,0,1,A,3.31,3.61,2.17,3.31,3.61,2.21,3.13,3.47,2.14,3.35,3.7,2.26,,,
Poland,Ekstraklasa,2024/2025,17/08/2024,19:15,Pogon Szczecin,Widzew Lodz,2,0,H,1.63,4.27,5.15,1.67,4.28,5.25,1.62,4.07,4.8,1.69,4.4,5.3,,,
Poland,Ekstraklasa,2024/2025,18/08/2024,13:45,Slask Wroclaw,Korona Kielce,1,1,D,1.92,3.25,4.72,2.07,3.35,4.72,1.93,3.19,4.18,2.04,3.25,4.7,,,
Poland,Ekstraklasa,2024/2025,18/08/2024,16:30,Legia,Radomiak Radom,4,1,H,1.64,4.05,5.36,1.67,4.05,5.36,1.64,3.85,4.96,1.68,4.2,5.8,,,
Poland,Ekstraklasa,2024/2025,18/08/2024,19:15,Gornik Zabrze,Rakow,0,0,D,3.64,3.53,2.08,3.64,3.6,2.12,3.47,3.4,2.04,3.9,3.6,2.1,,,
Poland,Ekstraklasa,2024/2025,19/08/2024,18:00,Stal Mielec,Piast Gliwice,2,0,H,4.78,3.21,1.93,4.78,3.25,2.01,4.38,3.16,1.9,5.0,3.45,1.93,,,
Poland,Ekstraklasa,2024/2025,23/08/2024,17:00,Widzew Lodz,Radomiak Radom,3,2,H,2.21,3.57,3.25,2.26,3.62,3.26,2.18,3.48,3.07,2.3,3.65,3.35,,,
Poland,Ekstraklasa,2024/2025,23/08/2024,19:30,Lechia Gdansk,Rakow,1,2,A,4.54,4.05,1.74,4.54,4.25,1.78,4.38,3.9,1.7,4.9,4.1,1.78,,,
Poland,Ekstraklasa,2024/2025,24/08/2024,13:45,Motor Lublin,Puszcza,0,0,D,2.2,3.34,3.5,2.38,3.4,3.5,2.18,3.29,3.25,2.28,3.45,3.6,,,
Poland,Ekstraklasa,2024/2025,24/08/2024,16:30,Cracovia,Gornik Zabrze,3,2,H,2.24,3.29,3.46,2.27,3.48,3.46,2.2,3.27,3.22,2.26,3.45,3.6,,,
Poland,Ekstraklasa,2024/2025,24/08/2024,19:15,Piast Gliwice,Zaglebie,1,0,H,1.78,3.49,5.18,1.81,3.53,5.18,1.76,3.44,4.72,1.84,3.6,5.4,,,
Poland,Ekstraklasa,2024/2025,25/08/2024,13:45,GKS Katowice,Jagiellonia,3,1,H,2.8,3.69,2.44,2.92,3.69,2.45,2.74,3.5,2.38,2.86,3.8,2.54,,,
Poland,Ekstraklasa,2024/2025,25/08/2024,16:30,Lech Poznan,Pogon Szczecin,2,0,H,2.4,3.54,2.94,2.46,3.65,2.94,2.36,3.45,2.79,2.54,3.65,2.96,,,
Poland,Ekstraklasa,2024/2025,25/08/2024,19:15,Slask Wroclaw,Legia,1,1,D,3.13,3.2,2.46,3.13,3.22,2.46,3.03,3.12,2.38,3.2,3.25,2.56,,,
Poland,Ekstraklasa,2024/2025,26/08/2024,18:00,Korona Kielce,Stal Mielec,2,1,H,1.9,3.43,4.48,2.02,3.43,4.48,1.91,3.35,4.04,1.98,3.5,4.6,,,
Poland,Ekstraklasa,2024/2025,30/08/2024,17:00,Rakow,Piast Gliwice,0,1,A,2.01,3.04,4.64,2.05,3.23,4.64,1.98,3.03,4.18,2.06,3.2,4.7,,,
Poland,Ekstraklasa,2024/2025,30/08/2024,19:30,Stal Mielec,Lech Poznan,0,2,A,4.41,3.52,1.88,4.41,3.61,1.93,4.12,3.42,1.86,4.6,3.65,1.93,,,
Poland,Ekstraklasa,2024/2025,31/08/2024,13:45,Puszcza,Korona Kielce,0,0,D,2.84,3.04,2.8,2.84,3.2,2.97,2.61,3.01,2.79,2.84,3.15,2.98,,,
Poland,Ekstraklasa,2024/2025,31/08/2024,16:30,Zaglebie,GKS Katowice,1,0,H,2.21,3.33,3.48,2.24,3.35,3.48,2.18,3.26,3.25,2.28,3.45,3.5,,,
Poland,Ekstraklasa,2024/2025,31/08/2024,19:15,Radomiak Radom,Cracovia,2,1,H,2.44,3.33,3.05,2.48,3.4,3.05,2.35,3.26,2.92,2.5,3.45,3.15,,,
Poland,Ekstraklasa,2024/2025,01/09/2024,11:15,Gornik Zabrze,Lechia Gdansk,2,3,A,1.91,3.73,4.01,1.95,3.74,4.01,1.89,3.62,3.75,1.94,3.85,4.3,,,
Poland,Ekstraklasa,2024/2025,01/09/2024,13:45,Legia,Motor Lublin,5,2,H,1.61,3.97,5.92,1.61,4.01,5.97,1.56,3.91,5.58,1.63,4.1,6.6,,,
Poland,Ekstraklasa,2024/2025,01/09/2024,16:30,Pogon Szczecin,Slask Wroclaw,5,3,H,1.96,3.8,3.74,2.05,3.8,3.74,1.94,3.63,3.53,1.99,3.9,4.0,,,
Poland,Ekstraklasa,2024/2025,01/09/2024,19:15,Jagiellonia,Widzew Lodz,1,0,H,1.88,3.95,3.92,1.88,3.95,4.1,1.83,3.76,3.78,1.91,4.0,4.2,,,
Poland,Ekstraklasa,2024/2025,13/09/2024,17:00,Motor Lublin,Gornik Zabrze,1,0,H,2.54,3.33,2.87,2.55,3.4,3.5,2.37,3.27,2.93,2.64,3.35,3.0,,,
Poland,Ekstraklasa,2024/2025,13/09/2024,19:30,GKS Katowice,Widzew Lodz,2,2,D,2.33,3.39,3.15,2.38,3.52,3.2,2.27,3.34,3.04,2.38,3.5,3.3,,,
Poland,Ekstraklasa,2024/2025,14/09/2024,13:45,Lechia Gdansk,Radomiak Radom,1,0,H,2.63,3.51,2.68,2.63,3.51,2.68,2.53,3.4,2.6,2.68,3.6,2.78,,,
Poland,Ekstraklasa,2024/2025,14/09/2024,16:30,Cracovia,Pogon Szczecin,2,1,H,2.85,3.45,2.51,2.87,3.6,2.51,2.7,3.41,2.45,2.88,3.6,2.6,,,
Poland,Ekstraklasa,2024/2025,14/09/2024,19:15,Lech Poznan,Jagiellonia,5,0,H,1.7,4.11,4.74,1.75,4.11,4.74,1.69,3.96,4.38,1.75,4.2,5.0,,,
Poland,Ekstraklasa,2024/2025,15/09/2024,11:15,Piast Gliwice,Puszcza,1,1,D,1.6,3.72,6.76,1.61,4.04,6.76,1.56,3.7,6.13,1.62,3.85,7.4,,,
Poland,Ekstraklasa,2024/2025,15/09/2024,13:45,Korona Kielce,Zaglebie,2,0,H,2.24,3.18,3.61,2.35,3.3,3.61,2.22,3.14,3.3,2.3,3.3,3.65,,,
Poland,Ekstraklasa,2024/2025,15/09/2024,16:30,Legia,Rakow,0,1,A,2.39,3.16,3.29,2.39,3.21,3.32,2.29,3.12,3.16,2.42,3.25,3.4,,,
Poland,Ekstraklasa,2024/2025,20/09/2024,17:00,Radomiak Radom,Korona Kielce,4,0,H,2.51,3.2,3.06,2.51,3.25,3.09,2.38,3.17,2.98,2.52,3.3,3.2,,,
Poland,Ekstraklasa,2024/2025,20/09/2024,19:30,Pogon Szczecin,Legia,1,0,H,2.44,3.28,3.08,2.44,3.42,3.08,2.35,3.28,2.92,2.52,3.5,3.05,,,
Poland,Ekstraklasa,2024/2025,21/09/2024,11:15,Puszcza,Cracovia,1,2,A,3.59,3.45,2.12,3.59,3.5,2.23,3.35,3.34,2.1,3.9,3.5,2.14,,,
Poland,Ekstraklasa,2024/2025,21/09/2024,13:45,Jagiellonia,Lechia Gdansk,3,2,H,1.74,4.24,4.33,1.84,4.24,4.38,1.75,3.98,4.03,1.84,4.2,4.4,,,
Poland,Ekstraklasa,2024/2025,21/09/2024,16:30,Widzew Lodz,Piast Gliwice,1,0,H,3.06,3.0,2.65,3.06,3.33,2.67,2.86,3.05,2.54,3.05,3.15,2.72,,,
Poland,Ekstraklasa,2024/2025,21/09/2024,19:15,Gornik Zabrze,GKS Katowice,3,0,H,2.5,3.2,3.06,2.5,3.44,3.07,2.43,3.21,2.87,2.6,3.35,3.05,,,
Poland,Ekstraklasa,2024/2025,22/09/2024,11:15,Stal Mielec,Motor Lublin,1,0,H,2.49,3.1,3.19,2.54,3.21,3.19,2.43,3.09,2.96,2.6,3.15,3.25,,,
Poland,Ekstraklasa,2024/2025,22/09/2024,13:45,Rakow,Zaglebie,5,1,H,1.54,4.15,6.46,1.56,4.17,6.5,1.51,3.99,6.18,1.58,4.2,7.0,,,
Poland,Ekstraklasa,2024/2025,22/09/2024,16:30,Lech Poznan,Slask Wroclaw,1,0,H,1.61,3.88,6.04,1.67,3.91,6.04,1.6,3.75,5.41,1.65,4.0,6.6,,,
Poland,Ekstraklasa,2024/2025,25/09/2024,18:00,Motor Lublin,Jagiellonia,0,2,A,2.59,3.57,2.69,2.61,3.57,2.9,2.51,3.46,2.6,2.72,3.6,2.76,,,
Poland,Ekstraklasa,2024/2025,27/09/2024,17:00,GKS Katowice,Pogon Szczecin,3,1,H,3.16,3.57,2.26,3.16,3.65,2.31,3.02,3.46,2.21,3.25,3.65,2.3,,,
Poland,Ekstraklasa,2024/2025,27/09/2024,19:30,Lechia Gdansk,Widzew Lodz,1,1,D,2.85,3.59,2.44,2.85,3.7,2.5,2.71,3.55,2.38,2.94,3.65,2.5,,,
Poland,Ekstraklasa,2024/2025,28/09/2024,13:45,Rakow,Puszcza,2,0,H,1.38,4.86,8.71,1.4,4.86,9.5,1.36,4.55,8.36,1.38,5.3,10.5,,,
Poland,Ekstraklasa,2024/2025,28/09/2024,16:30,Motor Lublin,Slask Wroclaw,2,1,H,2.7,3.16,2.85,2.7,3.32,2.85,2.58,3.16,2.71,2.76,3.25,2.9,,,
Poland,Ekstraklasa,2024/2025,28/09/2024,19:15,Legia,Gornik Zabrze,1,1,D,1.76,3.79,4.72,1.82,3.8,5.0,1.72,3.64,4.61,1.8,3.8,5.3,,,
Poland,Ekstraklasa,2024/2025,29/09/2024,11:15,Zaglebie,Radomiak Radom,1,0,H,2.4,3.4,3.05,2.4,3.45,3.1,2.33,3.32,2.92,2.52,3.5,3.05,,,
Poland,Ekstraklasa,2024/2025,29/09/2024,13:45,Korona Kielce,Lech Poznan,2,3,A,3.97,3.43,2.01,3.97,3.49,2.06,3.71,3.37,1.97,4.1,3.6,2.02,,,
Poland,Ekstraklasa,2024/2025,29/09/2024,16:30,Piast Gliwice,Jagiellonia,0,1,A,1.84,3.67,4.43,1.87,3.67,4.43,1.81,3.54,4.17,1.89,3.7,4.8,,,
Poland,Ekstraklasa,2024/2025,30/09/2024,18:00,Cracovia,Stal Mielec,1,1,D,1.7,3.7,5.47,1.77,3.84,5.47,1.69,3.62,4.89,1.75,3.85,5.6,,,
Poland,Ekstraklasa,2024/2025,04/10/2024,17:00,Puszcza,GKS Katowice,0,6,A,3.23,3.23,2.38,3.23,3.35,2.5,3.04,3.17,2.34,3.35,3.3,2.44,,,
Poland,Ekstraklasa,2024/2025,04/10/2024,19:30,Widzew Lodz,Korona Kielce,0,1,A,1.95,3.47,4.17,2.02,3.5,4.17,1.92,3.39,3.92,2.02,3.55,4.3,,,
Poland,Ekstraklasa,2024/2025,05/10/2024,11:15,Stal Mielec,Lechia Gdansk,2,1,H,2.09,3.41,3.73,2.25,3.45,3.73,2.06,3.32,3.48,2.14,3.55,3.85,,,
Poland,Ekstraklasa,2024/2025,05/10/2024,13:45,Radomiak Radom,Rakow,0,2,A,3.94,3.39,2.03,3.95,3.43,2.09,3.72,3.31,2.0,4.0,3.4,2.1,,,
Poland,Ekstraklasa,2024/2025,05/10/2024,16:30,Gornik Zabrze,Zaglebie,0,1,A,2.15,3.46,3.5,2.16,3.5,3.5,2.09,3.38,3.35,2.18,3.55,3.65,,,
Poland,Ekstraklasa,2024/2025,05/10/2024,19:15,Lech Poznan,Motor Lublin,1,2,A,1.53,4.38,6.15,1.57,4.4,6.15,1.52,4.17,5.71,1.57,4.3,7.2,,,
Poland,Ekstraklasa,2024/2025,06/10/2024,13:45,Slask Wroclaw,Cracovia,2,4,A,2.59,3.16,2.98,2.63,3.24,2.98,2.51,3.12,2.83,2.68,3.25,3.0,,,
Poland,Ekstraklasa,2024/2025,06/10/2024,16:30,Pogon Szczecin,Piast Gliwice,1,0,H,2.14,3.2,3.84,2.2,3.32,3.84,2.1,3.18,3.55,2.16,3.3,4.0,,,
Poland,Ekstraklasa,2024/2025,06/10/2024,19:15,Jagiellonia,Legia,1,1,D,2.6,3.4,2.78,2.6,3.42,2.78,2.5,3.32,2.69,2.7,3.5,2.84,,,
Poland,Ekstraklasa,2024/2025,18/10/2024,17:00,Korona Kielce,Piast Gliwice,0,2,A,3.35,2.92,2.51,3.35,3.0,2.7,3.09,2.87,2.51,3.35,3.0,2.66,,,
Poland,Ekstraklasa,2024/2025,18/10/2024,19:30,Lechia Gdansk,Legia,0,2,A,4.46,3.89,1.79,4.7,3.92,1.84,4.3,3.77,1.74,4.9,4.0,1.8,,,
Poland,Ekstraklasa,2024/2025,19/10/2024,13:45,Motor Lublin,Widzew Lodz,3,4,A,2.7,3.36,2.7,2.7,3.4,2.85,2.59,3.29,2.62,2.76,3.45,2.8,,,
Poland,Ekstraklasa,2024/2025,19/10/2024,16:30,Zaglebie,Jagiellonia,1,3,A,2.29,3.81,2.95,2.43,3.86,2.99,2.24,3.66,2.85,2.36,3.85,3.1,,,
Poland,Ekstraklasa,2024/2025,19/10/2024,19:15,Cracovia,Lech Poznan,0,2,A,3.45,3.26,2.26,3.45,3.4,2.31,3.19,3.22,2.24,3.4,3.5,2.34,,,
Poland,Ekstraklasa,2024/2025,20/10/2024,11:15,GKS Katowice,Slask Wroclaw,0,0,D,2.17,3.3,3.63,2.17,3.4,3.75,2.08,3.27,3.51,2.16,3.4,3.9,,,
Poland,Ekstraklasa,2024/2025,20/10/2024,13:45,Gornik Zabrze,Stal Mielec,3,1,H,1.91,3.66,4.11,1.93,3.75,4.5,1.85,3.55,3.99,1.96,3.8,4.3,,,
Poland,Ekstraklasa,2024/2025,20/10/2024,16:30,Rakow,Pogon Szczecin,1,0,H,1.78,3.63,4.88,1.8,3.71,4.88,1.75,3.57,4.55,1.8,3.8,5.3,,,
Poland,Ekstraklasa,2024/2025,21/10/2024,18:00,Radomiak Radom,Puszcza,2,0,H,1.76,3.72,4.85,1.8,3.85,4.85,1.73,3.66,4.5,1.82,3.85,5.0,,,
Poland,Ekstraklasa,2024/2025,23/10/2024,17:30,Slask Wroclaw,Stal Mielec,2,1,H,2.03,3.4,3.95,2.07,3.6,3.96,1.99,3.34,3.73,2.1,3.55,4.0,,,
Poland,Ekstraklasa,2024/2025,25/10/2024,17:00,Piast Gliwice,Lechia Gdansk,3,3,D,1.57,4.0,6.37,1.59,4.34,6.5,1.53,4.05,5.87,1.6,4.4,6.4,,,
Poland,Ekstraklasa,2024/2025,25/10/2024,19:30,Pogon Szczecin,Puszcza,2,1,H,1.39,5.01,8.09,1.4,5.01,8.5,1.36,4.85,7.68,1.41,5.4,9.0,,,
Poland,Ekstraklasa,2024/2025,26/10/2024,13:45,Cracovia,Motor Lublin,6,2,H,1.81,3.67,4.62,1.85,3.75,4.62,1.78,3.61,4.3,1.85,3.9,4.8,,,
Poland,Ekstraklasa,2024/2025,26/10/2024,16:30,Slask Wroclaw,Rakow,0,0,D,4.94,3.33,1.85,4.94,3.33,1.96,4.51,3.22,1.85,5.2,3.5,1.89,,,
Poland,Ekstraklasa,2024/2025,26/10/2024,19:15,Lech Poznan,Radomiak Radom,2,1,H,1.48,4.56,6.66,1.5,4.79,6.66,1.46,4.46,6.11,1.51,4.8,7.2,,,
Poland,Ekstraklasa,2024/2025,27/10/2024,11:15,Stal Mielec,Zaglebie,2,2,D,2.34,3.54,3.03,2.38,3.54,3.03,2.29,3.41,2.93,2.4,3.6,3.2,,,
Poland,Ekstraklasa,2024/2025,27/10/2024,13:45,Jagiellonia,Korona Kielce,3,1,H,1.73,3.83,4.93,1.74,3.9,4.93,1.71,3.76,4.56,1.78,4.0,5.0,,,
Poland,Ekstraklasa,2024/2025,27/10/2024,16:30,Widzew Lodz,Gornik Zabrze,0,2,A,2.12,3.68,3.37,2.16,3.69,3.53,2.06,3.53,3.29,2.2,3.75,3.5,,,
Poland,Ekstraklasa,2024/2025,27/10/2024,19:15,Legia,GKS Katowice,4,1,H,1.62,4.09,5.52,1.63,4.12,5.64,1.59,3.99,5.21,1.64,4.2,6.2,,,
Poland,Ekstraklasa,2024/2025,02/11/2024,13:45,Rakow,Stal Mielec,1,0,H,1.4,4.65,8.79,1.42,4.79,8.79,1.39,4.53,7.74,1.41,5.1,10.0,,,
Poland,Ekstraklasa,2024/2025,02/11/2024,16:30,Motor Lublin,Pogon Szczecin,4,2,H,3.17,3.63,2.23,3.17,3.81,2.29,3.0,3.58,2.19,3.25,3.75,2.3,,,
Poland,Ekstraklasa,2024/2025,02/11/2024,19:15,Puszcza,Lech Poznan,2,0,H,5.8,3.91,1.63,5.83,3.91,1.64,5.5,3.8,1.6,6.2,4.0,1.67,,,
Poland,Ekstraklasa,2024/2025,03/11/2024,11:15,Radomiak Radom,Piast Gliwice,1,1,D,2.68,2.97,3.04,2.78,3.13,3.04,2.57,2.98,2.88,2.68,3.1,3.2,,,
Poland,Ekstraklasa,2024/2025,03/11/2024,13:45,Gornik Zabrze,Jagiellonia,0,2,A,2.43,3.62,2.85,2.43,3.7,3.0,2.34,3.56,2.76,2.44,3.7,3.05,,,
Poland,Ekstraklasa,2024/2025,03/11/2024,16:30,Lechia Gdansk,Cracovia,1,2,A,3.35,3.49,2.2,3.35,3.6,2.2,3.19,3.44,2.14,3.45,3.6,2.24,,,
Poland,Ekstraklasa,2024/2025,03/11/2024,19:15,Legia,Widzew Lodz,2,1,H,1.48,4.61,6.61,1.5,4.61,6.61,1.47,4.42,6.12,1.51,4.7,7.6,,,
Poland,Ekstraklasa,2024/2025,04/11/2024,17:00,GKS Katowice,Korona Kielce,1,2,A,2.22,3.31,3.5,2.26,3.5,3.6,2.14,3.27,3.34,2.26,3.4,3.65,,,
Poland,Ekstraklasa,2024/2025,04/11/2024,19:30,Zaglebie,Slask Wroclaw,3,0,H,2.39,3.21,3.23,2.47,3.31,3.25,2.34,3.15,3.06,2.36,3.25,3.55,,,
Poland,Ekstraklasa,2024/2025,08/11/2024,17:00,Piast Gliwice,Motor Lublin,2,3,A,1.93,3.41,4.36,1.96,3.5,4.4,1.89,3.38,4.06,1.96,3.55,4.7,,,
Poland,Ekstraklasa,2024/2025,08/11/2024,19:30,Pogon Szczecin,Radomiak Radom,0,1,A,1.96,3.65,3.9,2.03,3.85,4.1,1.92,3.6,3.67,2.04,3.75,4.0,,,
Poland,Ekstraklasa,2024/2025,09/11/2024,11:15,Korona Kielce,Lechia Gdansk,0,0,D,1.68,3.8,5.48,1.72,3.9,5.49,1.67,3.74,4.89,1.71,4.0,5.6,,,
Poland,Ekstraklasa,2024/2025,09/11/2024,13:45,Cracovia,GKS Katowice,3,4,A,1.93,3.69,3.97,1.93,3.75,4.26,1.87,3.64,3.84,1.97,3.9,4.2,,,
Poland,Ekstraklasa,2024/2025,09/11/2024,16:30,Widzew Lodz,Zaglebie,2,0,H,2.07,3.39,3.83,2.08,3.6,3.83,2.02,3.4,3.54,2.12,3.7,3.85,,,
Poland,Ekstraklasa,2024/2025,09/11/2024,19:15,Slask Wroclaw,Gornik Zabrze,0,1,A,2.4,3.29,3.14,2.42,3.29,3.14,2.35,3.18,2.99,2.66,3.3,2.98,,,
Poland,Ekstraklasa,2024/2025,10/11/2024,11:15,Stal Mielec,Puszcza,2,0,H,1.98,3.4,4.15,2.03,3.5,4.15,1.93,3.4,3.88,2.02,3.55,4.2,,,
Poland,Ekstraklasa,2024/2025,10/11/2024,13:45,Jagiellonia,Rakow,2,2,D,3.47,3.29,2.24,3.6,3.35,2.26,3.32,3.22,2.18,3.6,3.35,2.28,,,
